Latest: Wavelength (nm),Latest: Intensity (rel)
620.5,0.01861295491
621.2,0.01856717784
621.8,0.02003204395
622.5,0.01731593805
623.2,0.01759060044
623.9,0.02137483787
624.5,0.01815518425
625.2,0.01664454108
625.9,0.01995574884
626.6,0.01781948577
627.2,0.0218783856
627.9,0.018673991
628.6,0.02044403754
629.3,0.01905546654
629.9,0.01989471275
630.6,0.02050507362
631.3,0.01704127565
632,0.01887235828
632.6,0.02326695659
633.3,0.01881132219
634,0.02077973602
634.7,0.01473716335
635.3,0.01881132219
636,0.01943694209
636.7,0.01661402304
637.4,0.01870450904
638,0.01655298695
638.7,0.01774319066
639.4,0.01557640955
640.1,0.01615625238
640.8,0.01868925002
641.4,0.01844510567
642.1,0.01763637751
642.7,0.01601892119
643.4,0.01607995727
644,0.01968108644
644.7,0.01815518425
645.3,0.01569848173
646,0.01734645609
646.6,0.02019989319
647.3,0.01812466621
647.9,0.01849088273
648.6,0.01661402304
649.2,0.01878080415
649.9,0.01919279774
650.5,0.02052033265
651.2,0.02227512016
651.8,0.03069810025
652.5,0.1132951858
653.1,0.4254947738
653.8,0.8974563211
654.4,1.006085298
655.1,1.006085298
655.7,1.006085298
656.4,0.7053452354
657,0.02416723888
657.7,0.02190890364
658.3,0.02056610971
659,0.01876554513
659.6,0.01971160449
660.3,0.02038300145
660.9,0.01716334783
661.6,0.01711757076
662.2,0.0197878996
662.9,0.01690394446
663.5,0.01817044327
664.2,0.01672083619
664.8,0.01775844968
665.5,0.01572899977
666.1,0.01415732052
666.8,0.01772793164
667.4,0.01794155795
668.1,0.01835355154
668.8,0.01810940719
669.4,0.01607995727
670.1,0.01890287633
670.8,0.01714808881
671.4,0.01739223316
672.1,0.01507286183
672.8,0.01701075761
673.5,0.01833829252
674.1,0.0140047303
674.8,0.01786526284
675.5,0.01572899977
676.2,0.01377584497
676.8,0.01716334783
677.5,0.01601892119
678.2,0.01444724193
678.8,0.01591210803
679.5,0.01739223316
680.2,0.0176974136
680.9,0.01588158999
681.5,0.01531700618
682.2,0.01920805676
682.9,0.01649195087
683.6,0.01643091478
684.2,0.01405050736
684.9,0.01446250095
685.6,0.01244831006
686.2,0.01710231174
686.9,0.01647669184
687.6,0.01545433738
688.3,0.01624780652
688.9,0.01772793164
689.6,0.01585107195
690.3,0.01722438392
690.9,0.01344014649
691.6,0.01401998932
692.3,0.01594262608
693,0.01705653468
693.6,0.01646143282
694.3,0.01850614176
695,0.01406576638
695.7,0.01708705272
696.3,0.01775844968
697,0.01754482338
697.7,0.01710231174
698.3,0.01890287633
699,0.01542381933
699.7,0.01777370871
700.4,0.01786526284
701,0.01429465171
701.7,0.01856717784
702.4,0.01754482338
703.1,0.01696498054
703.7,0.01575951781
704.4,0.01627832456
705.1,0.01626306554
705.7,0.0142183566
706.4,0.01614099336
707.1,0.01452353704
707.8,0.01572899977
708.5,0.01844510567
709.1,0.01690394446
709.8,0.01765163653
710.5,0.01385214008
711.2,0.01890287633
711.9,0.01556115053
712.5,0.01781948577
713.2,0.01763637751
713.9,0.01513389792
714.6,0.01621728847
715.3,0.01801785306
715.9,0.01440146487
716.6,0.01467612726
717.3,0.01928435187
718,0.01597314412
718.7,0.01626306554
719.3,0.01803311208
720,0.01749904631
720.7,0.01656824598
721.4,0.01643091478
722.1,0.01829251545
722.7,0.01897917144
723.4,0.01844510567
724.1,0.01488975357
724.8,0.01463035019
725.5,0.01859769589
726.1,0.01745326925
726.8,0.01894865339
727.5,0.01694972152
728.2,0.0156069276
728.9,0.01884184024
729.5,0.01772793164
730.2,0.01778896773
730.9,0.01307392996
731.6,0.01676661326
732.3,0.01565270466
732.9,0.01870450904
733.6,0.01716334783
734.3,0.0153322652
735,0.01650720989
735.7,0.01736171511
736.3,0.01957427329
737,0.01553063249
737.7,0.01539330129
738.4,0.01977264057
739.1,0.01757534142
739.7,0.01366903182
740.4,0.01563744564
741.1,0.01655298695
741.8,0.01467612726
742.4,0.01426413367
743.1,0.01670557717
743.8,0.01711757076
744.4,0.01815518425
745.1,0.01739223316
745.8,0.01786526284
746.5,0.0191622797
747.1,0.0143556878
747.8,0.01821622034
748.5,0.01681239033
749.1,0.01636987869
749.8,0.01670557717
750.5,0.01604943923
751.1,0.01553063249
751.8,0.01543907836
752.5,0.01772793164
753.2,0.01858243687
753.8,0.01981841764
754.5,0.01821622034
755.2,0.01731593805
755.8,0.01681239033
756.5,0.01662928206
757.2,0.01740749218
757.9,0.01786526284
758.5,0.01701075761
759.2,0.01762111849
759.9,0.015194934
760.5,0.01678187228
761.2,0.01716334783
761.9,0.0181857023
762.6,0.01415732052
763.2,0.01859769589
763.9,0.01556115053
764.6,0.01838406958
765.2,0.0151186389
765.9,0.0167971313
766.6,0.01601892119
767.2,0.01623254749
767.9,0.01607995727
768.6,0.01943694209
769.3,0.01670557717
769.9,0.0148439765
770.6,0.0163088426
771.3,0.01733119707
771.9,0.01481345846
772.6,0.01949797818
773.3,0.01527122911
774,0.01481345846
774.6,0.01588158999
775.3,0.0197878996
776,0.02305333028
776.6,0.02340428779
777.3,0.02450293736
778,0.01871976806
778.7,0.01701075761
779.3,0.01539330129
780,0.01492027161
780.7,0.01617151141
781.3,0.01614099336
782,0.01540856031
782.7,0.01327229725
783.3,0.01531700618
784,0.01615625238
784.7,0.01652246891
785.4,0.01557640955
786,0.0175600824
786.7,0.01292133974
787.4,0.01536278325
788,0.01514915694
788.7,0.01507286183
789.4,0.0170717937
790.1,0.01553063249
790.7,0.01409628443
791.4,0.01783474479
792.1,0.01661402304
792.7,0.01739223316
793.4,0.01643091478
794.1,0.01807888914
794.8,0.01638513771
795.4,0.01394369421
796.1,0.01603418021
796.7,0.01719386587
797.4,0.01618677043
798.1,0.01563744564
798.7,0.01778896773
799.4,0.01624780652
800.1,0.01472190433
800.7,0.01539330129
801.4,0.01789578088
802.1,0.01528648814
802.7,0.01673609522
803.4,0.01600366217
804.1,0.01778896773
804.7,0.02026092927
805.4,0.01530174716
806.1,0.01682764935
806.7,0.01388265812
807.4,0.01826199741
808.1,0.0170717937
808.7,0.01321126116
809.4,0.01656824598
810.1,0.01504234379
810.7,0.01508812085
811.4,0.01730067903
812.1,0.0170717937
812.7,0.01579003586
813.4,0.01562218662
814.1,0.0158205539
814.7,0.01524071107
815.4,0.01540856031
816.1,0.01647669184
816.7,0.01545433738
817.4,0.01870450904
818.1,0.01290608072
818.7,0.01429465171
819.4,0.01505760281
820.1,0.01434042878
820.7,0.01427939269
821.4,0.01344014649
822.1,0.01369954986
822.7,0.01577477684
823.4,0.01478294041
824.1,0.01960479133
824.7,0.01412680247
825.4,0.01620202945
826.1,0.01698023957
826.7,0.01424887465
827.4,0.01717860685
828.1,0.01380636301
828.7,0.01662928206
829.4,0.01846036469
830.1,0.01615625238
830.7,0.01647669184
831.4,0.0135164416
832.1,0.01585107195
832.7,0.01771267262
833.4,0.01441672389
834.1,0.0151186389
834.7,0.01536278325
835.4,0.01714808881
836.1,0.01464560922
836.7,0.01540856031
837.4,0.01475242237
838.1,0.01379110399
838.7,0.01493553063
839.4,0.01635461967
840.1,0.01566796368
840.7,0.01688868544
841.4,0.01681239033
842.1,0.0151186389
842.7,0.01766689555
843.4,0.02149691005
844.1,0.02299229419
844.7,0.02535744259
845.4,0.01704127565
846.1,0.01353170062
846.7,0.01493553063
847.4,0.01676661326
848.1,0.01624780652
848.7,0.01746852827
849.4,0.01316548409
850.1,0.01612573434
850.7,0.01534752422
851.4,0.01629358358
852.1,0.01565270466
852.7,0.01714808881
853.4,0.0175600824
854.1,0.01650720989
854.7,0.019375906
855.4,0.01798733501
856.1,0.01687342641
856.7,0.01405050736
857.4,0.01551537346
858.1,0.01440146487
858.7,0.01522545205
859.4,0.01667505913
860.1,0.01743801022
860.7,0.01482871748
861.4,0.01357747768
862.1,0.01424887465
862.7,0.01600366217
863.4,0.01714808881
864.1,0.01459983215
864.7,0.01675135424
865.4,0.01331807431
866.1,0.01759060044
866.7,0.01846036469
867.4,0.01488975357
868.1,0.01751430533
868.7,0.01406576638
869.4,0.01745326925
870.1,0.0148439765
870.7,0.01481345846
871.4,0.01682764935
872.1,0.01678187228
872.7,0.01556115053
873.4,0.01713282979
874.1,0.01754482338
874.7,0.01664454108
875.4,0.0158205539
876.1,0.01565270466
876.7,0.01553063249
877.4,0.01768215457
878.1,0.01647669184
878.7,0.01508812085
879.4,0.01708705272
880.1,0.01493553063
880.7,0.01702601663
881.4,0.01524071107
882.1,0.0158205539
882.7,0.0148439765
883.4,0.01315022507
884.1,0.01542381933
884.7,0.01540856031
885.4,0.01676661326
886.1,0.01388265812
886.7,0.01604943923
887.4,0.01507286183
888.1,0.01482871748
888.7,0.01929961089
889.4,0.01385214008
890.1,0.01579003586
890.7,0.01647669184
891.4,0.01702601663
892.1,0.01672083619
892.7,0.01362325475
893.4,0.01537804227
894.1,0.01626306554
894.7,0.01495078965
895.4,0.01467612726
896.1,0.01243305104
896.7,0.01463035019
897.4,0.01551537346
898.1,0.01339436942
898.7,0.01348592355
899.4,0.01495078965
