Time (s),Temperature (°C),Absolute Pressure (kPa),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²)
22.200,40.2,36.6,0.332,-0.175,-5.634E-14,0.0079,-0.004,-1.301E-15
22.250,40.3,36.1,0.332,-0.175,6.745E-14,0.0079,-0.004,1.648E-15
22.300,40.2,36.1,0.314,-0.175,5.634E-14,0.0075,-0.004,1.388E-15
22.350,40.2,37.1,0.314,-0.175,-5.551E-15,0.0075,-0.004,-8.674E-17
22.400,40.2,37.1,0.297,-0.175,-6.189E-14,0.0071,-0.004,-1.475E-15
22.450,40.2,37.1,0.297,-0.175,-6.189E-14,0.0071,-0.004,-1.475E-15
22.500,40.2,36.6,0.279,-0.175,1.745,0.0067,-0.004,0.042
22.550,40.2,37.1,0.279,0.000,6.189E-14,0.0067,0.000,1.475E-15
22.600,40.2,37.1,0.279,-0.175,-1.745,0.0067,-0.004,-0.042
22.650,40.3,37.1,0.262,-0.175,-5.912E-14,0.0062,-0.004,-1.475E-15
22.700,40.2,37.1,0.262,-0.175,-5.912E-14,0.0062,-0.004,-1.475E-15
22.750,40.2,36.6,0.244,-0.175,1.745,0.0058,-0.004,0.042
22.800,40.2,37.1,0.244,0.000,5.912E-14,0.0058,0.000,1.475E-15
22.850,40.2,37.1,0.244,-0.175,-1.745,0.0058,-0.004,-0.042
22.900,40.2,37.1,0.227,-0.175,1.745,0.0054,-0.004,0.042
22.950,40.2,37.1,0.227,0.000,1.745,0.0054,0.000,0.042
23.000,40.2,37.1,0.227,0.000,-1.745,0.0054,0.000,-0.042
23.050,40.2,37.6,0.227,-0.175,-1.745,0.0054,-0.004,-0.042
23.100,40.2,37.1,0.209,-0.175,1.745,0.0050,-0.004,0.042
23.150,40.2,37.1,0.209,0.000,-6.467E-14,0.0050,0.000,-1.388E-15
23.200,40.2,37.1,0.209,-0.175,-1.745,0.0050,-0.004,-0.042
23.250,40.2,37.1,0.192,-0.175,1.745,0.0046,-0.004,0.042
23.300,40.2,37.1,0.192,0.000,1.745,0.0046,0.000,0.042
23.350,40.2,37.6,0.192,0.000,-1.745,0.0046,0.000,-0.042
23.400,40.1,37.1,0.192,-0.175,-1.745,0.0046,-0.004,-0.042
23.450,40.2,37.1,0.175,-0.175,1.745,0.0042,-0.004,0.042
23.500,40.1,37.1,0.175,0.000,1.745,0.0042,0.000,0.042
23.550,40.1,37.6,0.175,0.000,0.000,0.0042,0.000,0.000
23.600,40.2,37.1,0.175,0.000,-1.745,0.0042,0.000,-0.042
23.650,40.1,37.1,0.175,-0.175,-1.745,0.0042,-0.004,-0.042
23.700,40.2,37.1,0.157,-0.175,1.745,0.0037,-0.004,0.042
23.750,40.2,37.6,0.157,0.000,1.745,0.0037,0.000,0.042
23.800,40.2,37.1,0.157,0.000,0.000,0.0037,0.000,0.000
23.850,40.2,37.6,0.157,0.000,-1.745,0.0037,0.000,-0.042
23.900,40.2,37.6,0.157,-0.175,-1.745,0.0037,-0.004,-0.042
23.950,40.1,37.6,0.140,-0.175,1.745,0.0033,-0.004,0.042
24.000,40.1,37.1,0.140,0.000,1.745,0.0033,0.000,0.042
24.050,40.2,37.1,0.140,0.000,0.000,0.0033,0.000,0.000
24.100,40.2,37.1,0.140,0.000,-1.745,0.0033,0.000,-0.042
24.150,40.2,37.1,0.140,-0.175,-1.745,0.0033,-0.004,-0.042
24.200,40.1,37.1,0.122,-0.175,1.745,0.0029,-0.004,0.042
24.250,40.2,37.1,0.122,0.000,1.745,0.0029,0.000,0.042
24.300,40.2,37.1,0.122,0.000,0.000,0.0029,0.000,0.000
24.350,40.1,37.1,0.122,0.000,0.000,0.0029,0.000,0.000
24.400,40.1,37.1,0.122,0.000,0.000,0.0029,0.000,0.000
24.450,40.1,37.1,0.122,0.000,-1.745,0.0029,0.000,-0.042
24.500,40.1,37.1,0.122,-0.175,-1.745,0.0029,-0.004,-0.042
24.550,40.1,37.6,0.105,-0.175,1.745,0.0025,-0.004,0.042
24.600,40.1,37.1,0.105,0.000,1.745,0.0025,0.000,0.042
24.650,40.1,37.1,0.105,0.000,0.000,0.0025,0.000,0.000
24.700,40.1,37.6,0.105,0.000,0.000,0.0025,0.000,0.000
24.750,40.1,37.6,0.105,0.000,0.000,0.0025,0.000,0.000
24.800,40.1,37.1,0.105,0.000,-1.745,0.0025,0.000,-0.042
24.850,40.2,37.6,0.105,-0.175,-1.745,0.0025,-0.004,-0.042
24.900,40.1,37.6,0.087,-0.175,1.745,0.0021,-0.004,0.042
24.950,40.1,37.1,0.087,0.000,1.745,0.0021,0.000,0.042
25.000,40.2,37.1,0.087,0.000,0.000,0.0021,0.000,0.000
25.050,40.2,37.6,0.087,0.000,0.000,0.0021,0.000,0.000
25.100,40.1,37.1,0.087,0.000,0.000,0.0021,0.000,0.000
25.150,40.2,37.1,0.087,0.000,0.000,0.0021,0.000,0.000
25.200,40.2,37.1,0.087,0.000,0.000,0.0021,0.000,0.000
25.250,40.1,37.6,0.087,0.000,-1.745,0.0021,0.000,-0.042
25.300,40.1,37.1,0.087,-0.175,-1.745,0.0021,-0.004,-0.042
25.350,40.2,37.1,0.070,-0.175,1.745,0.0017,-0.004,0.042
25.400,40.1,37.1,0.070,0.000,1.745,0.0017,0.000,0.042
25.450,40.2,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
25.500,40.1,37.6,0.070,0.000,0.000,0.0017,0.000,0.000
25.550,40.1,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
25.600,40.2,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
25.650,40.1,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
25.700,40.1,37.6,0.070,0.000,0.000,0.0017,0.000,0.000
25.750,40.2,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
25.800,40.2,37.1,0.070,0.000,0.000,0.0017,0.000,0.000
25.850,40.2,37.6,0.070,0.000,-1.745,0.0017,0.000,-0.042
25.900,40.2,37.6,0.070,-0.175,-1.745,0.0017,-0.004,-0.042
25.950,40.2,37.1,0.052,-0.175,1.745,0.0012,-0.004,0.042
26.000,40.2,37.1,0.052,0.000,1.745,0.0012,0.000,0.042
26.050,40.2,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.100,40.2,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.150,40.2,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.200,40.2,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.250,40.2,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.300,40.2,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.350,40.1,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.400,40.2,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.450,40.2,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.500,40.2,37.6,0.052,0.000,0.000,0.0012,0.000,0.000
26.550,40.2,37.1,0.052,0.000,0.000,0.0012,0.000,0.000
26.600,40.2,37.1,0.052,0.000,-1.745,0.0012,0.000,-0.042
26.650,40.2,37.1,0.052,-0.175,-1.745,0.0012,-0.004,-0.042
26.700,40.2,37.1,0.035,-0.175,1.745,8.3333E-4,-0.004,0.042
26.750,40.2,37.6,0.035,0.000,1.745,8.3333E-4,0.000,0.042
26.800,40.2,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
26.850,40.2,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
26.900,40.2,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
26.950,40.3,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.000,40.2,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.050,40.2,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.100,40.2,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.150,40.2,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.200,40.2,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.250,40.2,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.300,40.2,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.350,40.2,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.400,40.2,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.450,40.2,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.500,40.3,37.6,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.550,40.2,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.600,40.2,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.650,40.3,37.1,0.035,0.000,0.000,8.3333E-4,0.000,0.000
27.700,40.2,37.1,0.035,0.000,-1.745,8.3333E-4,0.000,-0.042
27.750,40.3,37.1,0.035,-0.175,-1.745,8.3333E-4,-0.004,-0.042
27.800,40.2,37.1,0.017,-0.175,1.745,4.1667E-4,-0.004,0.042
27.850,40.3,37.1,0.017,0.000,1.745,4.1667E-4,0.000,0.042
27.900,40.2,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
27.950,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.000,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.050,40.2,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.100,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.150,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.200,40.2,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.250,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.300,40.2,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.350,40.2,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.400,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.450,40.2,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.500,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.550,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.600,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.650,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.700,40.2,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.750,40.2,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.800,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.850,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.900,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
28.950,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.000,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.050,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.100,40.2,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.150,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.200,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.250,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.300,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.350,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.400,40.3,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.450,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.500,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.550,40.3,37.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
29.600,40.2,37.6,0.017,0.000,-1.745,4.1667E-4,0.000,-0.042
29.650,40.3,37.6,0.017,-0.175,-1.745,4.1667E-4,-0.004,-0.042
29.700,40.3,37.6,0.000,-0.175,1.745,0.0000,-0.004,0.042
29.750,40.3,37.6,0.000,0.000,1.745,0.0000,0.000,0.042
29.800,40.3,38.1,0.000,0.000,0.000,0.0000,0.000,0.000
29.850,40.3,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
29.900,40.3,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
29.950,40.3,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
30.000,40.3,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
30.050,40.3,37.6,0.000,0.000,,0.0000,0.000,
30.100,40.3,37.6,0.000,,,0.0000,,
