Time (s),Temperature (°C),Absolute Pressure (kPa),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²)
27.550,41.4,37.6,0.017,0.000,0.000,4.1667E-4,0.000,0.000
27.600,41.4,38.1,0.017,0.000,0.000,4.1667E-4,0.000,0.000
27.650,41.4,38.1,0.017,0.000,-1.745,4.1667E-4,0.000,-0.042
27.700,41.4,38.1,0.017,-0.175,-1.745,4.1667E-4,-0.004,-0.042
27.750,41.4,37.6,0.000,-0.175,1.745,0.0000,-0.004,0.042
27.800,41.4,37.6,0.000,0.000,1.745,0.0000,0.000,0.042
27.850,41.4,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
27.900,41.4,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
27.950,41.5,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.000,41.5,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.050,41.4,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.100,41.5,38.1,0.000,0.000,0.000,0.0000,0.000,0.000
28.150,41.4,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
28.200,41.4,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.250,41.4,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.300,41.4,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.350,41.5,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.400,41.4,38.1,0.000,0.000,0.000,0.0000,0.000,0.000
28.450,41.4,38.1,0.000,0.000,0.000,0.0000,0.000,0.000
28.500,41.4,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.550,41.5,38.1,0.000,0.000,0.000,0.0000,0.000,0.000
28.600,41.4,37.1,0.000,0.000,0.000,0.0000,0.000,0.000
28.650,41.4,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.700,41.4,38.1,0.000,0.000,0.000,0.0000,0.000,0.000
28.750,41.5,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.800,41.4,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.850,41.5,37.6,0.000,0.000,0.000,0.0000,0.000,0.000
28.900,41.4,37.6,0.000,0.000,,0.0000,0.000,
28.950,41.4,37.6,0.000,,,0.0000,,
